review_id,author,reviewer_info,rating,date,review_text,owner_reply,source,is_local_guide,reviewer_review_count,is_edited,review_date,review_text_clean,has_owner_reply
Ci9DQUlRQUNvZENodHljRjlvT2pOcmNsQkNSMUZyVDAwMFdXWmZjbTlrUVZKSlRYYxAB,Veronica Faderogao,Local Guide · 24 reviews,3.0,,,,Google,True,24,False,,,False
Ci9DQUlRQUNvZENodHljRjlvT2tSWFlYVlVOM2swV0RGdWVscDVZelJJUkVsVlZuYxAB,Danmark Guarin,4 reviews,5.0,9 months ago,,"Dear Danmark Guarin, 

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,False,4,False,2025-12-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2t0dVJrWlhNSFZLUkhacWQxTjZiM1J1U25kNFJYYxAB,Comely Ecyoj,9 reviews,3.0,5 months ago,,"Dear Comely Ecyoj,

Thank you for bringing your concern to our attention. We apologize for any inconveniences you encountered during your stay at Taal Vista Hotel. Your feedback helps us identify areas where we can improve, and we are committed to addressing the issue you mentioned. We strive to provide exceptional service to all our guests, and we regret that we did not meet your expectations on this occasion. 
We appreciate your feedback and hope to have the opportunity to better serve you in the future.

Sincerely yours,
Ramon Makilan
General Manager",Google,False,9,False,2026-04-03,,True
Ci9DQUlRQUNvZENodHljRjlvT21sdmEyaHVlRWxMY1hoMWFrTXpkVjg1ZUdOamJsRRAB,Rae Vergara,4 reviews,2.0,4 months ago,,"Dear Rae Vergara,

Thank you for bringing your concern to our attention. We apologize for any inconveniences you encountered during your stay at Taal Vista Hotel. Your feedback helps us identify areas where we can improve, and we are committed to addressing the issue you mentioned. We strive to provide exceptional service to all our guests, and we regret that we did not meet your expectations on this occasion. 
We appreciate your feedback and hope to have the opportunity to better serve you in the future.

Sincerely yours,
Ramon Makilan
General Manager",Google,False,4,False,2026-05-03,,True
Ci9DQUlRQUNvZENodHljRjlvT25sR05HSjJWV2xYTlRSbVNtUmpkVk5pZGw4MVpHYxAB,Ariez Javier,7 reviews,5.0,3 months ago,Sky ranch just next door.. | Enjoy the buffet breakfast on weekends,"Dear Ariez Javier,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,False,7,False,2026-06-03,Sky ranch just next door.. | Enjoy the buffet breakfast on weekends,True
Ci9DQUlRQUNvZENodHljRjlvT2xKUWJqQXdjRzlpUzNneGJWbDNhRGR4YW1KU01YYxAB,Bureaucratic Felcher,Local Guide · 36 reviews,3.0,5 months ago,,"Dear Bureaucratic Felcher,

Thank you for bringing your concern to our attention. We apologize for any inconveniences you encountered during your stay at Taal Vista Hotel. Your feedback helps us identify areas where we can improve, and we are committed to addressing the issue you mentioned. We strive to provide exceptional service to all our guests, and we regret that we did not meet your expectations on this occasion. 
We appreciate your feedback and hope to have the opportunity to better serve you in the future.

Sincerely yours,
Ramon Makilan
General Manager",Google,True,36,False,2026-04-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2tkUFQyMXlWakJpYURVNGFIQmZXR2RoWWxVd2MwRRAB,Furdy,Local Guide · 193 reviews,4.0,3 months ago,,"Dear Furdy,

Thank you very much for the good feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,193,False,2026-06-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2xVdExXVnZUaTFWVVhnd1VrODNjbEJ1TmswdE5FRRAB,james blackstock,Local Guide · 17 reviews,1.0,2 months ago,,"Dear James Blackstock,

Thank you for bringing your concern to our attention. We apologize for any inconveniences you encountered during your stay at Taal Vista Hotel. Your feedback helps us identify areas where we can improve, and we are committed to addressing the issue you mentioned. We strive to provide exceptional service to all our guests, and we regret that we did not meet your expectations on this occasion. 
We appreciate your feedback and hope to have the opportunity to better serve you in the future.

Sincerely yours,
Ramon Makilan
General Manager",Google,True,17,False,2026-07-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2tWQmNrZEhNQzFyTW5BMExWcHNNalZ4UTE5S04yYxAB,cardsline marketing,9 reviews,5.0,3 months ago,Bathroom is good and the bed is comfortable | Theres a swimming pool and its near a amusement park and a mall | At the balcony be careful for those tall people | Good | Many options and yummy,"Dear Cardsline Marketing,

On behalf of the team at Taal Vista Hotel, I would like to thank you for staying with us. We would like to assure you that moving forward, we will exert all efforts to make your stay satisfactory. 

It is our pleasure to take care of you during your visit.

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 


Kind regards,
Ramon Makilan
General Manager",Google,False,9,False,2026-06-03,Bathroom is good and the bed is comfortable | Theres a swimming pool and its near a amusement park and a mall | At the balcony be careful for those tall people | Good | Many options and yummy,True
Ci9DQUlRQUNvZENodHljRjlvT2psRVVVUmZSSE5XTm5nM0xYYzVZbGswUlV0NWVtYxAB,JOEMER JAPITANA,6 reviews,1.0,3 weeks ago,,"Dear Joemer,

Thank you for taking the time to share your feedback. We sincerely apologize that your recent stay did not meet your expectations.

We regret the disappointment you experienced with our service, the lack of clear communication regarding the breakfast inclusions, and the disturbance caused by the noise during the night. We understand how frustrating it must have been, especially when you were hoping for a comfortable and restful stay.

Please know that your comments have been shared with the concerned teams, as proper guest communication and attentive service are extremely important to us. We also take your concerns about the overall value of your stay seriously and will use your feedback to help improve the experience we provide to our guests.

We truly appreciate your honest feedback and are sorry that we were unable to provide the level of hospitality you deserved.

Sincerely,
Sven Toune
General Manager",Google,False,6,False,2026-08-13,,True
Ci9DQUlRQUNvZENodHljRjlvT2prd1pXWlVkM1l6ZVZsR09VUnlZMGM1T1hWTGRrRRAB,Shereen,Local Guide · 1.4K reviews,3.0,9 months ago,,"Dear Shereen,

On behalf of the team at Taal Vista Hotel, I would like to thank you for staying with us. We would like to assure you that moving forward, we will exert all efforts to make your stay satisfactory. 

It is our pleasure to take care of you during your visit.

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 


Kind regards,
Ramon Makilan
General Manager",Google,True,,False,2025-12-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2xaUkxXZFVVRkU1U1dobmJXaFRYMVZ5Um5GbVQyYxAB,jabi betonio,6 reviews,4.0,2 months ago,,"Dear Jabi Betonio,

On behalf of the team at Taal Vista Hotel, I would like to thank you for staying with us. We would like to assure you that moving forward, we will exert all efforts to make your stay satisfactory. 

It is our pleasure to take care of you during your visit.

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 


Kind regards,
Ramon Makilan
General Manager",Google,False,6,False,2026-07-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2pSWVVraExURjkyV2xsc05tNWhRek5xUjIxUWNsRRAB,rod saclolo,2 reviews,1.0,3 months ago,"The room is filthy and very old. I was given a room in the old wing. | Fairies wheel and nearby McDonalds | Not sure. | Along the main road but not walkable to resto and cafes. | Breakfast buffet selection is very limited. | Definitely not a 4 star in my experience.
A total disaster.","Dear Rod Saclolo,

On behalf of the team at Taal Vista Hotel, I would like to thank you for staying with us. We would like to assure you that moving forward, we will exert all efforts to make your stay satisfactory. 

It is our pleasure to take care of you during your visit.

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 


Kind regards,
Ramon Makilan
General Manager",Google,False,2,False,2026-06-03,The room is filthy and very old. I was given a room in the old wing. | Fairies wheel and nearby McDonalds | Not sure. | Along the main road but not walkable to resto and cafes. | Breakfast buffet selection is very limited. | Definitely not a 4 star in my experience. A total disaster.,True
Ci9DQUlRQUNvZENodHljRjlvT214dWJFSTNhRlIyUWtWTlR6bEtUMFpxYVdGVVYwRRAB,Marly Braam,3 reviews,1.0,5 months ago,Old very old and bed are so uncomfortable,"Dear Marly Braam,

Thank you for bringing your concern to our attention. We apologize for any inconveniences you encountered during your stay at Taal Vista Hotel. Your feedback helps us identify areas where we can improve, and we are committed to addressing the issue you mentioned. We strive to provide exceptional service to all our guests, and we regret that we did not meet your expectations on this occasion. 
We appreciate your feedback and hope to have the opportunity to better serve you in the future.

Sincerely yours,
Ramon Makilan
General Manager",Google,False,3,False,2026-04-03,Old very old and bed are so uncomfortable,True
Ci9DQUlRQUNvZENodHljRjlvT2xZM1psVXRjekJKYzJkUE1EUTFhRTlGZEV3NFQyYxAB,Caitlyn Danica,Local Guide · 13 reviews,5.0,4 months ago,,"Dear Caitlyn Danica,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,13,False,2026-05-03,,True
Ci9DQUlRQUNvZENodHljRjlvT21aNFdUVkdNRXN0ZFhoeFpsRlhUV2RZUmtVNGVuYxAB,Katherine Bello,4 reviews,5.0,5 months ago,,"Dear Katherine Bello,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,False,4,False,2026-04-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2xremJYVnZNM1Z3UW1SR2VVWXhZMFJmVG1aU09YYxAB,MMX,Local Guide · 253 reviews,3.0,4 months ago,,"Dear MC,

Thank you for bringing your concern to our attention. We apologize for any inconveniences you encountered during your stay at Taal Vista Hotel. Your feedback helps us identify areas where we can improve, and we are committed to addressing the issue you mentioned. We strive to provide exceptional service to all our guests, and we regret that we did not meet your expectations on this occasion. 
We appreciate your feedback and hope to have the opportunity to better serve you in the future.

Sincerely yours,
Ramon Makilan
General Manager",Google,True,253,False,2026-05-03,,True
Ci9DQUlRQUNvZENodHljRjlvT25JM2JGbFVTRmt6YWkxelpVRjNSMHRsTUZCM1ZGRRAB,Billy Nguyen,Local Guide · 183 reviews,5.0,,,,Google,True,183,False,,,False
Ci9DQUlRQUNvZENodHljRjlvT2pSTFJ6TXRUbTFOUmtreWFsQk1lRmg0Y1d4cGNGRRAB,Indyreviewer,Local Guide · 68 reviews,4.0,6 months ago,,"Dear Gabe Gordon,

Thank you very much for the good feedback about your stay at Taal Vista Hotel!

We are all very thrilled to see your positive ratings; it only confirms that you have enjoyed your overall experience that will certainly encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,68,False,2026-03-03,,True
Ci9DQUlRQUNvZENodHljRjlvT201ellqQk5Na1JTY25aM05tUmhSR0p5TlcxMWNXYxAB,Clarissa Basa,4 reviews,5.0,9 months ago,,"Dear Clarissa Basa,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,False,4,False,2025-12-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2xjeGFEZFRjVXN4ZUhCT0xVbFRjalU1TmpsNFFWRRAB,Jonathan K,Local Guide · 177 reviews,5.0,7 months ago,"Food and drinks were amazing, the prices are just a bit higher then the normal, but well worth it when you have the views.","Dear Jonathan,

Thank you very much for the good feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,177,False,2026-02-03,"Food and drinks were amazing, the prices are just a bit higher then the normal, but well worth it when you have the views.",True
Ci9DQUlRQUNvZENodHljRjlvT21oWU1tVkpNM1F6TXpNMGMxZFZNM0Z5ZEVVNVdtYxAB,Jonaz Ericson G. Gomez,Local Guide · 140 reviews,5.0,2 months ago,,"Dear Jonaz Ericson Gomez,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,140,False,2026-07-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2xSSVRFZzJVMmcxVUhGMmVrWXdVWFZNWkZSbVMyYxAB,Anthony Leidelmeyer,Local Guide · 85 reviews,5.0,5 months ago,"The resort is remodeling some of the sections.  We had a large family group and the rooms varied a lot.  The recently remodeled rooms were very nice, the older rooms were comfortable but a little dated.  Overall we were happy. | The main restaurant had excellent buffet and good dinner menu.  The service was excellent.","Dear Anthony Leidelmeyer,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,85,False,2026-04-03,"The resort is remodeling some of the sections. We had a large family group and the rooms varied a lot. The recently remodeled rooms were very nice, the older rooms were comfortable but a little dated. Overall we were happy. | The main restaurant had excellent buffet and good dinner menu. The service was excellent.",True
Ci9DQUlRQUNvZENodHljRjlvT2poc1NDMVVOVGd4YWtsaWVUWkxSbFI1UVZrdFZsRRAB,Tony Cabatit,1 review,1.0,6 months ago,,"Dear Tony Cabatit,

Thank you for bringing your concern to our attention. We apologize for any inconveniences you encountered during your stay at Taal Vista Hotel. Your feedback helps us identify areas where we can improve, and we are committed to addressing the issue you mentioned. We strive to provide exceptional service to all our guests, and we regret that we did not meet your expectations on this occasion. 
We appreciate your feedback and hope to have the opportunity to better serve you in the future.

Sincerely yours,
Ramon Makilan
General Manager",Google,False,1,False,2026-03-03,,True
Ci9DQUlRQUNvZENodHljRjlvT25sMmVIQkdaRzFOVFdwNlNtNVhaMlpEZEVGM2VHYxAB,Gina F.,Local Guide · 6 reviews,5.0,6 months ago,,"Dear Gina,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,6,False,2026-03-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2xkd2RuWmFTbTFPYVhWb05UaFRRV1UwWmtoVFEyYxAB,CBNZ,5 reviews,5.0,6 months ago,,"Dear CBNZ,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,False,5,False,2026-03-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2pST1YwMXZORmR5VTFoTlkyNXdYMFJxTmxkemJXYxAB,Nami Swan,6 reviews,5.0,3 weeks ago,,"Dear Nami,

Thank you for taking the time to share your feedback. We are glad that you enjoyed the beautiful view of Taal from our view deck and appreciate your visit during your time exploring the area.

Your suggestion certainly gave us a smile! While we may not be able to offer free gold bars, we are happy to know that the stunning Taal View added value to your experience.

We look forward to welcoming you again for another enjoyable visit.

Sincerely,
Sven Toune
General Manager",Google,False,6,False,2026-08-13,,True
Ci9DQUlRQUNvZENodHljRjlvT25acFJtdEJaRFJqY0VOVWVYbDFORk54UjFveGRWRRAB,MR,Local Guide · 25 reviews,5.0,8 months ago,Sky Ranch,"Dear MR,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,25,False,2026-01-03,Sky Ranch,True
Ci9DQUlRQUNvZENodHljRjlvT2tJeGJEUjNabFJSYzFKcWMyNXhYMmRrT0hvMVdFRRAB,Dan Elkin,Local Guide · 148 reviews,4.0,10 months ago,,"Dear Dan Elkin,

Thank you very much for the good feedback about your stay at Taal Vista Hotel!

We are all very thrilled to see your positive ratings; it only confirms that you have enjoyed your overall experience that will certainly encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,148,False,2025-11-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2xWMldsVXRjMHhQVlhSRVJVVnFjemRIYkdKc1ZFRRAB,Tony Fabian,6 reviews,1.0,7 months ago,,"Dear Tony,

Thank you for taking the time to share your feedback. 

We regret to hear that aspects of our service did not meet your expectations. Your comments regarding service approach and overall guest experience have been noted and shared with our management team. We are currently revisiting our service standards and training practices to ensure they are more consistently aligned with the level of warmth, flexibility, and attentiveness our guests expect.

Feedback such as yours is valuable in helping us identify areas where we can improve, and we remain committed to refining the experience we offer. We hope you will consider visiting us again in the future, as we continue working toward delivering a more seamless and guest-focused stay.


Kind regards,
Ramon Makilan
General Manager",Google,False,6,False,2026-02-03,,True
Ci9DQUlRQUNvZENodHljRjlvT21ad2RIcDJNbEpEYXpGRVVEQkVhV1ZSWmpOUmRGRRAB,Alvin Joseph Ninobla,Local Guide · 12 reviews,5.0,11 months ago,,"Dear Alvin Joseph Ninobla,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,12,False,2025-10-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2pkbldtbFlkRVpNZEdSNlZGRldUazV2WmxwbWJVRRAB,Allen James,Local Guide · 11 reviews,4.0,5 months ago,,"Dear Allen James,

Thank you for bringing your concern to our attention. We apologize for any inconveniences you encountered during your stay at Taal Vista Hotel. Your feedback helps us identify areas where we can improve, and we are committed to addressing the issue you mentioned. We strive to provide exceptional service to all our guests, and we regret that we did not meet your expectations on this occasion. 
We appreciate your feedback and hope to have the opportunity to better serve you in the future.

Sincerely yours,
Ramon Makilan
General Manager",Google,True,11,False,2026-04-03,,True
Ci9DQUlRQUNvZENodHljRjlvT2tneVVXOXphamhPYTFSUlZGaHBhWEZJTFhCdlZtYxAB,RoseMarie,5 reviews,5.0,10 months ago,"Spacious | Casino
Skyranch | Keycard room | Stone throw away from the casino and skyranch | Great breakfast buffet spread","Dear RoseMarie,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,False,5,False,2025-11-03,Spacious | Casino Skyranch | Keycard room | Stone throw away from the casino and skyranch | Great breakfast buffet spread,True
Ci9DQUlRQUNvZENodHljRjlvT2pKMFVEbFhNVTlFTWpkaFdEWlVRMU5yYUdRNGRtYxAB,Mabelle Baloi,Local Guide · 9 reviews,5.0,10 months ago,,"Dear Mabelle Baloi,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,9,False,2025-11-03,,True
Ci9DQUlRQUNvZENodHljRjlvT21scGJYbEVWVXRuWHpKSFdTMTBUV1U1ZUdKa09WRRAB,Dwight Calwhite,Local Guide · 181 reviews,5.0,8 months ago,,"Dear Dwight Calwhite,

Thank you very much for the excellent feedback about your recent stay at Taal Vista Hotel!

We are delighted to see your positive ratings; it only confirms that you have enjoyed your overall experience, which will encourage other readers to stay with us. 

Once again, thank you for the review and we would be more than happy to welcome you back home soon! 

Sincerely,
Ramon Makilan
General Manager",Google,True,181,False,2026-01-03,,True
